Instrument Type,Date,Traded Contract(Lots),Total Value (Lacs),Premium Value (Lacs)
OPTFUT,28 Apr 2023,865362,4635480.5,-
FUTCOM,28 Apr 2023,634610,2382767.93,-
FUTCOM,01 May 2023,538861,1966662.11,-
OPTFUT,01 May 2023,541206,3320208.07,-
FUTIDX,01 May 2023,763,6266.89,-
OPTFUT,02 May 2023,987288,6040841.96,-
FUTCOM,02 May 2023,675959,2533989.79,-
FUTIDX,02 May 2023,798,6555.47,-
FUTIDX,03 May 2023,670,5549.68,-
OPTFUT,03 May 2023,1059720,5930203.38,-
FUTCOM,03 May 2023,528874,1747838.31,-
FUTIDX,04 May 2023,1047,8768.02,-
FUTCOM,04 May 2023,607678,2279072.9,-
OPTFUT,04 May 2023,969889,5621902.77,-
OPTFUT,05 May 2023,916175,5394084.53,-
FUTIDX,05 May 2023,1118,9291.3,-
FUTCOM,05 May 2023,662466,2439539.47,-
OPTFUT,08 May 2023,923958,5289761.75,-
FUTCOM,08 May 2023,404405,1358997.19,-
FUTIDX,08 May 2023,436,3627.62,-
FUTIDX,09 May 2023,782,6529.95,-
OPTFUT,09 May 2023,1179491,6695710.9,-
FUTCOM,09 May 2023,509106,1860265.75,-
FUTIDX,10 May 2023,1135,9490.65,-
FUTCOM,10 May 2023,595735,2273962.05,-
OPTFUT,10 May 2023,1344208,8125523.42,-
OPTFUT,11 May 2023,1438335,8592416.4,-
FUTCOM,11 May 2023,817966,2976828.16,-
FUTIDX,11 May 2023,1184,9809.9,-
OPTFUT,12 May 2023,1608860,9158133.29,-
FUTIDX,12 May 2023,708,5804.12,-
FUTCOM,12 May 2023,695224,2321472.37,-
FUTIDX,15 May 2023,637,5241.7,-
FUTCOM,15 May 2023,502309,1762976.37,-
OPTFUT,15 May 2023,1566419,8601887.72,-
FUTCOM,16 May 2023,625733,2326566.69,-
OPTFUT,16 May 2023,1759988,10171978.54,-
FUTIDX,16 May 2023,832,6804.75,-
FUTIDX,17 May 2023,442,3592.34,-
OPTFUT,17 May 2023,1319767,7315489.73,-
FUTCOM,17 May 2023,582911,2142571.97,-
FUTIDX,18 May 2023,486,3928.04,-
FUTCOM,18 May 2023,654186,2391177.02,-
OPTFUT,18 May 2023,876714,4300594.71,-
FUTCOM,19 May 2023,717081,2676381.13,-
FUTIDX,19 May 2023,821,6669.25,-
OPTFUT,19 May 2023,1100985,5578182.89,-
FUTCOM,22 May 2023,514782,1845269.39,-
OPTFUT,22 May 2023,1112487,5422928.47,-
FUTIDX,22 May 2023,510,4153.96,-
FUTCOM,23 May 2023,648729,2523141.78,-
OPTFUT,23 May 2023,819586,5585419.71,-
FUTIDX,23 May 2023,799,6462.66,-
OPTFUT,24 May 2023,685049,6175839.01,-
FUTIDX,24 May 2023,769,6223.5,-
FUTCOM,24 May 2023,545073,2203324.0,-
FUTIDX,25 May 2023,1103,8861.07,-
OPTFUT,25 May 2023,809732,5394562.5,-
FUTCOM,25 May 2023,634194,2595073.84,-
FUTIDX,26 May 2023,536,4296.98,-
OPTFUT,26 May 2023,649890,3687943.49,-
FUTCOM,26 May 2023,526126,2043083.87,-
FUTCOM,29 May 2023,308278,1420070.21,-
OPTFUT,29 May 2023,457599,2564280.0,-
FUTIDX,29 May 2023,250,2002.95,-
FUTCOM,30 May 2023,547837,2137564.34,-
OPTFUT,30 May 2023,947997,5530442.18,-
FUTIDX,30 May 2023,669,5368.0,-
FUTIDX,31 May 2023,790,6381.31,-
FUTCOM,31 May 2023,665465,2231065.54,-
OPTFUT,31 May 2023,1159638,6386028.92,-
OPTFUT,01 Jun 2023,1093251,5939210.05,-
FUTIDX,01 Jun 2023,840,6782.16,-
FUTCOM,01 Jun 2023,625928,2217610.53,-
OPTFUT,02 Jun 2023,963608,5422831.09,-
FUTCOM,02 Jun 2023,511112,1835817.81,-
FUTIDX,02 Jun 2023,602,4866.76,-
OPTFUT,05 Jun 2023,1210863,6881509.98,-
FUTIDX,05 Jun 2023,657,5277.65,-
FUTCOM,05 Jun 2023,557791,1905773.48,-
FUTIDX,06 Jun 2023,529,4265.64,-
OPTFUT,06 Jun 2023,1337475,7519357.69,-
FUTCOM,06 Jun 2023,609591,2065968.53,-
FUTIDX,07 Jun 2023,849,6842.25,-
OPTFUT,07 Jun 2023,1466024,8575966.79,-
FUTCOM,07 Jun 2023,688378,2579069.07,-
FUTCOM,08 Jun 2023,791022,2846532.45,-
FUTIDX,08 Jun 2023,859,6942.74,-
OPTFUT,08 Jun 2023,2244199,12998593.18,-
FUTCOM,09 Jun 2023,518890,1771032.12,-
FUTIDX,09 Jun 2023,501,4065.6,-
OPTFUT,09 Jun 2023,1773856,10065642.71,-
OPTFUT,12 Jun 2023,2264995,12603557.58,-
FUTCOM,12 Jun 2023,595138,2027376.61,-
FUTIDX,12 Jun 2023,516,4170.99,-
OPTFUT,13 Jun 2023,2467538,13829450.4,-
FUTIDX,13 Jun 2023,919,7406.13,-
FUTCOM,13 Jun 2023,682175,2460339.02,-
FUTIDX,14 Jun 2023,368,2952.78,-
OPTFUT,14 Jun 2023,1593985,8622496.49,-
FUTCOM,14 Jun 2023,546687,1916192.62,-
FUTIDX,15 Jun 2023,1100,8760.82,-
FUTCOM,15 Jun 2023,878052,3122338.65,-
OPTFUT,15 Jun 2023,998190,4915026.47,-
FUTCOM,16 Jun 2023,585230,2029761.44,-
FUTIDX,16 Jun 2023,506,4064.5,-
OPTFUT,16 Jun 2023,1023527,4698254.73,-
FUTIDX,19 Jun 2023,298,2388.37,-
OPTFUT,19 Jun 2023,804434,3798922.14,-
FUTCOM,19 Jun 2023,349899,1191609.96,-
OPTFUT,20 Jun 2023,1301716,6601684.74,-
FUTCOM,20 Jun 2023,716192,2552671.55,-
FUTIDX,20 Jun 2023,961,7645.92,-
FUTCOM,21 Jun 2023,668632,2304461.49,-
FUTIDX,21 Jun 2023,597,4704.77,-
OPTFUT,21 Jun 2023,1359856,6581098.2,-
FUTIDX,22 Jun 2023,819,6413.89,-
FUTCOM,22 Jun 2023,658579,2326572.53,-
OPTFUT,22 Jun 2023,1518649,7525557.48,-
FUTCOM,23 Jun 2023,693387,2266160.82,-
OPTFUT,23 Jun 2023,1292808,7101669.95,-
FUTIDX,23 Jun 2023,795,6211.22,-
OPTFUT,26 Jun 2023,968968,5819448.41,-
FUTIDX,26 Jun 2023,1069,8398.11,-
FUTCOM,26 Jun 2023,548801,1867279.45,-
OPTFUT,27 Jun 2023,1048791,6126347.4,-
FUTIDX,27 Jun 2023,459,3605.91,-
FUTCOM,27 Jun 2023,485852,1855693.42,-
OPTFUT,28 Jun 2023,1133127,6347948.62,-
FUTCOM,28 Jun 2023,507604,1911861.4,-
FUTIDX,28 Jun 2023,335,2617.66,-
FUTIDX,29 Jun 2023,574,4473.56,-
FUTCOM,29 Jun 2023,432171,1575307.59,-
OPTFUT,29 Jun 2023,873383,4990348.84,-
FUTCOM,30 Jun 2023,568725,1974807.12,-
FUTIDX,30 Jun 2023,470,3669.19,-
OPTFUT,30 Jun 2023,1251311,7001043.59,-
OPTFUT,03 Jul 2023,1253563,7232911.44,-
FUTCOM,03 Jul 2023,437501,1608488.15,-
FUTIDX,03 Jul 2023,336,2634.3,-
FUTIDX,04 Jul 2023,238,1871.21,-
OPTFUT,04 Jul 2023,676805,3804164.73,-
FUTCOM,04 Jul 2023,269849,1011437.09,-
OPTFUT,05 Jul 2023,1221531,7008628.97,-
FUTIDX,05 Jul 2023,369,2909.2,-
FUTCOM,05 Jul 2023,544377,1934018.87,-
OPTFUT,06 Jul 2023,1604135,9333952.55,-
FUTIDX,06 Jul 2023,536,4210.48,-
FUTCOM,06 Jul 2023,597102,2172327.34,-
FUTIDX,07 Jul 2023,486,3834.88,-
OPTFUT,07 Jul 2023,1469621,8670748.26,-
FUTCOM,07 Jul 2023,529966,1987227.57,-
OPTFUT,10 Jul 2023,1310914,7678136.75,-
FUTIDX,10 Jul 2023,407,3209.92,-
FUTCOM,10 Jul 2023,432177,1537969.37,-
FUTIDX,11 Jul 2023,349,2762.01,-
FUTCOM,11 Jul 2023,434074,1672530.05,-
OPTFUT,11 Jul 2023,1292429,7534507.84,-
FUTCOM,12 Jul 2023,623948,2491504.21,-
OPTFUT,12 Jul 2023,1447503,8894972.39,-
FUTIDX,12 Jul 2023,835,6650.72,-
FUTCOM,13 Jul 2023,568259,2109648.22,-
FUTIDX,13 Jul 2023,493,3963.18,-
OPTFUT,13 Jul 2023,1641743,9857608.46,-
FUTCOM,14 Jul 2023,491645,1794165.34,-
FUTIDX,14 Jul 2023,393,3172.77,-
OPTFUT,14 Jul 2023,1959687,11956230.62,-
OPTFUT,17 Jul 2023,1722158,10025479.13,-
FUTIDX,17 Jul 2023,342,2755.49,-
FUTCOM,17 Jul 2023,419237,1677382.34,-
FUTIDX,18 Jul 2023,674,5465.01,-
OPTFUT,18 Jul 2023,854993,5341915.19,-
FUTCOM,18 Jul 2023,485627,1961187.75,-
FUTIDX,19 Jul 2023,458,3725.87,-
OPTFUT,19 Jul 2023,939474,5665856.75,-
FUTCOM,19 Jul 2023,409177,1623860.7,-
OPTFUT,20 Jul 2023,1193726,6781899.34,-
FUTCOM,20 Jul 2023,508370,2055244.7,-
FUTIDX,20 Jul 2023,629,5108.09,-
FUTCOM,21 Jul 2023,394710,1537235.22,-
FUTIDX,21 Jul 2023,444,3582.37,-
OPTFUT,21 Jul 2023,1147127,6565413.81,-
FUTCOM,24 Jul 2023,518838,1928865.91,-
FUTIDX,24 Jul 2023,414,3326.89,-
OPTFUT,24 Jul 2023,1151937,7220150.3,-
OPTFUT,25 Jul 2023,780466,7253898.28,-
FUTIDX,25 Jul 2023,500,4019.91,-
FUTCOM,25 Jul 2023,429449,1761544.61,-
OPTFUT,26 Jul 2023,752314,5544883.81,-
FUTCOM,26 Jul 2023,387395,1596725.12,-
FUTIDX,26 Jul 2023,623,5031.46,-
FUTIDX,27 Jul 2023,831,6682.93,-
OPTFUT,27 Jul 2023,852801,5364408.57,-
FUTCOM,27 Jul 2023,635291,2680805.96,-
FUTIDX,28 Jul 2023,384,3081.78,-
FUTCOM,28 Jul 2023,407688,1758789.88,-
OPTFUT,28 Jul 2023,910709,5392551.85,-
FUTIDX,31 Jul 2023,457,3687.71,-
FUTCOM,31 Jul 2023,442427,1755101.49,-
OPTFUT,31 Jul 2023,849102,5237235.03,-
FUTIDX,01 Aug 2023,566,4549.54,-
FUTCOM,01 Aug 2023,486861,1932502.65,-
OPTFUT,01 Aug 2023,909361,5680269.23,-
FUTCOM,02 Aug 2023,531859,2084406.8,-
OPTFUT,02 Aug 2023,1281037,8318218.86,-
FUTIDX,02 Aug 2023,584,4683.33,-
FUTIDX,03 Aug 2023,366,2914.36,-
OPTFUT,03 Aug 2023,1301716,8054566.87,-
FUTCOM,03 Aug 2023,507708,1818988.06,-
FUTCOM,04 Aug 2023,451469,1643777.3,-
OPTFUT,04 Aug 2023,1158840,7264828.29,-
FUTIDX,04 Aug 2023,400,3189.39,-
FUTIDX,07 Aug 2023,370,2942.05,-
OPTFUT,07 Aug 2023,1165996,7061292.88,-
FUTCOM,07 Aug 2023,461712,1657449.88,-
OPTFUT,08 Aug 2023,1657100,10453617.79,-
FUTIDX,08 Aug 2023,379,2998.34,-
FUTCOM,08 Aug 2023,494674,1897945.93,-
OPTFUT,09 Aug 2023,1913786,11591096.53,-
FUTIDX,09 Aug 2023,394,3108.88,-
FUTCOM,09 Aug 2023,513638,1871759.27,-
FUTIDX,10 Aug 2023,381,2998.35,-
FUTCOM,10 Aug 2023,518804,1872394.32,-
OPTFUT,10 Aug 2023,1695607,10413179.55,-
FUTIDX,11 Aug 2023,200,1572.22,-
OPTFUT,11 Aug 2023,1814532,11300934.41,-
FUTCOM,11 Aug 2023,375343,1389169.39,-
FUTIDX,14 Aug 2023,238,1869.9,-
FUTCOM,14 Aug 2023,390683,1493260.65,-
OPTFUT,14 Aug 2023,2096612,13426828.29,-
FUTIDX,16 Aug 2023,203,1593.31,-
FUTCOM,16 Aug 2023,419107,1614328.02,-
OPTFUT,16 Aug 2023,2637349,16496089.82,-
FUTIDX,17 Aug 2023,515,4025.13,-
FUTCOM,17 Aug 2023,529002,2020617.9,-
OPTFUT,17 Aug 2023,1894674,11236966.9,-
FUTCOM,18 Aug 2023,397810,1404250.69,-
OPTFUT,18 Aug 2023,1296468,6619045.91,-
FUTIDX,18 Aug 2023,283,2209.47,-
FUTIDX,21 Aug 2023,629,4921.31,-
OPTFUT,21 Aug 2023,1455183,7421528.81,-
FUTCOM,21 Aug 2023,640053,2283242.34,-
OPTFUT,22 Aug 2023,1426380,6960214.75,-
FUTCOM,22 Aug 2023,493552,1771968.98,-
FUTIDX,22 Aug 2023,438,3440.32,-
OPTFUT,23 Aug 2023,1731944,9699031.15,-
FUTIDX,23 Aug 2023,698,5515.82,-
FUTCOM,23 Aug 2023,639043,2288749.79,-
OPTFUT,24 Aug 2023,1501076,8321557.02,-
FUTCOM,24 Aug 2023,574807,1735568.0,-
FUTIDX,24 Aug 2023,476,3775.87,-
FUTCOM,25 Aug 2023,530649,1946027.18,-
OPTFUT,25 Aug 2023,1117983,7517814.41,-
FUTIDX,25 Aug 2023,589,4671.11,-
OPTFUT,28 Aug 2023,1130488,6608430.29,-
FUTIDX,28 Aug 2023,270,2146.4,-
FUTCOM,28 Aug 2023,431781,1537922.95,-
FUTCOM,29 Aug 2023,490263,2029289.65,-
FUTIDX,29 Aug 2023,404,3225.26,-
OPTFUT,29 Aug 2023,1097126,6793338.13,-
FUTIDX,30 Aug 2023,291,2338.11,-
OPTFUT,30 Aug 2023,1158246,7103101.78,-
FUTCOM,30 Aug 2023,497854,1779409.61,-
FUTCOM,31 Aug 2023,475500,1649299.67,-
OPTFUT,31 Aug 2023,1249765,7233481.56,-
FUTIDX,31 Aug 2023,267,2143.66,-
OPTFUT,01 Sep 2023,1336247,8536645.94,-
FUTCOM,01 Sep 2023,553169,2141284.77,-
FUTIDX,01 Sep 2023,492,3943.58,-
FUTCOM,04 Sep 2023,280685,1026814.82,-
FUTIDX,04 Sep 2023,169,1351.08,-
OPTFUT,04 Sep 2023,754781,4702262.44,-
FUTIDX,05 Sep 2023,202,1606.88,-
OPTFUT,05 Sep 2023,1581982,10510692.87,-
FUTCOM,05 Sep 2023,519127,1799870.27,-
FUTIDX,06 Sep 2023,295,2334.74,-
FUTCOM,06 Sep 2023,540257,1745447.9,-
OPTFUT,06 Sep 2023,1391426,9172816.87,-
OPTFUT,07 Sep 2023,1398784,9109916.53,-
FUTCOM,07 Sep 2023,448434,1475665.32,-
FUTIDX,07 Sep 2023,230,1812.88,-
FUTCOM,08 Sep 2023,426217,1501340.56,-
FUTIDX,08 Sep 2023,323,2543.87,-
OPTFUT,08 Sep 2023,1483030,10073940.8,-
FUTIDX,11 Sep 2023,177,1392.18,-
FUTCOM,11 Sep 2023,399597,1488993.41,-
OPTFUT,11 Sep 2023,1589544,10605188.53,-
FUTIDX,12 Sep 2023,261,2045.19,-
OPTFUT,12 Sep 2023,1803740,11607606.95,-
FUTCOM,12 Sep 2023,519602,1820628.93,-
FUTCOM,13 Sep 2023,533053,1826601.39,-
FUTIDX,13 Sep 2023,217,1697.27,-
OPTFUT,13 Sep 2023,2221923,14572602.99,-
OPTFUT,14 Sep 2023,2367539,15564645.94,-
FUTCOM,14 Sep 2023,686660,2393831.36,-
FUTIDX,14 Sep 2023,392,3053.49,-
FUTIDX,15 Sep 2023,588,4621.16,-
OPTFUT,15 Sep 2023,2055656,14172728.05,-
FUTCOM,15 Sep 2023,612879,2362136.54,-
FUTIDX,18 Sep 2023,230,1816.28,-
OPTFUT,18 Sep 2023,1194682,6468831.45,-
FUTCOM,18 Sep 2023,514610,1748513.82,-
FUTCOM,19 Sep 2023,367445,1159538.36,-
OPTFUT,19 Sep 2023,1200047,6425521.0,-
FUTIDX,19 Sep 2023,130,1030.01,-
FUTIDX,20 Sep 2023,318,2518.62,-
OPTFUT,20 Sep 2023,1524717,8592286.3,-
FUTCOM,20 Sep 2023,566360,2069120.2,-
FUTCOM,21 Sep 2023,729102,2740263.29,-
OPTFUT,21 Sep 2023,1722475,10387270.42,-
FUTIDX,21 Sep 2023,591,4650.0,-
OPTFUT,22 Sep 2023,1461292,9438502.83,-
FUTIDX,22 Sep 2023,316,2494.35,-
FUTCOM,22 Sep 2023,536944,1863877.83,-
FUTCOM,25 Sep 2023,556112,2164376.46,-
FUTIDX,25 Sep 2023,611,4818.83,-
OPTFUT,25 Sep 2023,1037600,8240352.75,-
FUTCOM,26 Sep 2023,491602,1960890.93,-
FUTIDX,26 Sep 2023,327,2562.82,-
OPTFUT,26 Sep 2023,1026585,6998443.71,-
FUTCOM,27 Sep 2023,591591,2603957.18,-
OPTFUT,27 Sep 2023,1218706,8850676.14,-
FUTIDX,27 Sep 2023,483,3750.81,-
FUTCOM,28 Sep 2023,556381,2341057.61,-
FUTIDX,28 Sep 2023,330,2542.83,-
OPTFUT,28 Sep 2023,1174279,8350699.56,-
FUTCOM,29 Sep 2023,936655,3258131.34,-
OPTFUT,29 Sep 2023,1277215,9266233.85,-
FUTIDX,29 Sep 2023,634,4886.92,-
OPTFUT,03 Oct 2023,1659529,11796781.92,-
FUTCOM,03 Oct 2023,785385,2757913.68,-
FUTIDX,03 Oct 2023,451,3371.88,-
OPTFUT,04 Oct 2023,1788812,12429645.51,-
FUTIDX,04 Oct 2023,346,2590.01,-
FUTCOM,04 Oct 2023,626142,2232856.71,-
FUTCOM,05 Oct 2023,599543,2024962.62,-
OPTFUT,05 Oct 2023,2236252,14768949.94,-
FUTIDX,05 Oct 2023,164,1225.09,-
FUTIDX,06 Oct 2023,349,2609.53,-
OPTFUT,06 Oct 2023,1869718,12077203.37,-
FUTCOM,06 Oct 2023,762440,2751538.35,-
FUTIDX,09 Oct 2023,232,1759.91,-
FUTCOM,09 Oct 2023,563186,2045108.2,-
OPTFUT,09 Oct 2023,1821076,12171135.76,-
FUTIDX,10 Oct 2023,151,1147.52,-
FUTCOM,10 Oct 2023,428040,1716018.85,-
OPTFUT,10 Oct 2023,1587750,10645143.81,-
OPTFUT,11 Oct 2023,2215238,14720823.39,-
FUTIDX,11 Oct 2023,263,2007.03,-
FUTCOM,11 Oct 2023,550690,2068984.01,-
OPTFUT,12 Oct 2023,2387438,15907004.82,-
FUTCOM,12 Oct 2023,563015,2107180.36,-
FUTIDX,12 Oct 2023,285,2181.3,-
FUTCOM,13 Oct 2023,856940,3338478.97,-
OPTFUT,13 Oct 2023,2658350,19050042.75,-
FUTIDX,13 Oct 2023,802,6216.41,-
FUTIDX,16 Oct 2023,138,1075.71,-
OPTFUT,16 Oct 2023,1205112,8057348.9,-
FUTCOM,16 Oct 2023,385995,1502203.59,-
FUTIDX,17 Oct 2023,145,1134.44,-
OPTFUT,17 Oct 2023,963792,5905645.48,-
FUTCOM,17 Oct 2023,478237,1848103.97,-
OPTFUT,18 Oct 2023,933740,5579375.27,-
FUTCOM,18 Oct 2023,693617,2640330.4,-
FUTIDX,18 Oct 2023,431,3404.04,-
FUTIDX,19 Oct 2023,348,2751.26,-
OPTFUT,19 Oct 2023,1035629,5751015.66,-
FUTCOM,19 Oct 2023,587781,2147544.63,-
FUTCOM,20 Oct 2023,783902,2977932.25,-
FUTIDX,20 Oct 2023,634,5073.4,-
OPTFUT,20 Oct 2023,1050187,6637511.76,-
OPTFUT,23 Oct 2023,1279899,6574778.65,-
FUTIDX,23 Oct 2023,480,3832.7,-
FUTCOM,23 Oct 2023,547492,2038621.54,-
FUTCOM,24 Oct 2023,365634,1378862.27,-
OPTFUT,24 Oct 2023,797201,4849922.77,-
FUTIDX,24 Oct 2023,358,2841.54,-
FUTCOM,25 Oct 2023,540155,2210168.7,-
OPTFUT,25 Oct 2023,1040725,7273916.42,-
FUTIDX,25 Oct 2023,846,6733.25,-
FUTIDX,26 Oct 2023,262,2095.64,-
OPTFUT,26 Oct 2023,1021046,7119749.04,-
FUTCOM,26 Oct 2023,651485,2453518.71,-
FUTCOM,27 Oct 2023,511908,2061025.81,-
OPTFUT,27 Oct 2023,1242521,8568758.36,-
FUTIDX,27 Oct 2023,248,1985.16,-
FUTIDX,30 Oct 2023,209,1683.85,-
OPTFUT,30 Oct 2023,1146642,8003421.07,-
FUTCOM,30 Oct 2023,646039,2427500.44,-
OPTFUT,31 Oct 2023,1254537,8356830.31,-
FUTIDX,31 Oct 2023,304,2444.81,-
FUTCOM,31 Oct 2023,641007,2414439.41,-
FUTIDX,01 Nov 2023,245,1956.35,-
OPTFUT,01 Nov 2023,1284514,8517365.39,-
FUTCOM,01 Nov 2023,605091,2302652.4,-
FUTCOM,02 Nov 2023,522202,1826057.95,-
FUTIDX,02 Nov 2023,201,1607.39,-
OPTFUT,02 Nov 2023,1436571,9601838.5,-
FUTCOM,03 Nov 2023,779888,3029359.89,-
OPTFUT,03 Nov 2023,1817917,12384222.54,-
FUTIDX,03 Nov 2023,233,1869.21,-
FUTCOM,06 Nov 2023,401222,1498425.23,-
FUTIDX,06 Nov 2023,118,944.7,-
OPTFUT,06 Nov 2023,1429735,9342559.03,-
FUTIDX,07 Nov 2023,358,2843.81,-
OPTFUT,07 Nov 2023,1675078,10776943.94,-
FUTCOM,07 Nov 2023,602103,2242070.71,-
FUTIDX,08 Nov 2023,135,1067.81,-
FUTCOM,08 Nov 2023,586993,2039200.14,-
OPTFUT,08 Nov 2023,1705380,10705364.76,-
FUTIDX,09 Nov 2023,200,1579.3,-
OPTFUT,09 Nov 2023,1688530,10447050.41,-
FUTCOM,09 Nov 2023,605825,2295408.44,-
OPTFUT,10 Nov 2023,1482576,9479229.29,-
FUTCOM,10 Nov 2023,496247,2050315.75,-
FUTIDX,10 Nov 2023,288,2266.61,-
FUTIDX,12 Nov 2023,24,187.92,-
OPTFUT,12 Nov 2023,42980,288768.33,-
FUTCOM,12 Nov 2023,22252,92541.85,-
OPTFUT,13 Nov 2023,1889092,11776157.83,-
FUTIDX,13 Nov 2023,164,1281.98,-
FUTCOM,13 Nov 2023,484426,1881958.87,-
FUTCOM,14 Nov 2023,539033,2056448.85,-
FUTIDX,14 Nov 2023,198,1563.2,-
OPTFUT,14 Nov 2023,1936295,12641448.51,-
FUTIDX,15 Nov 2023,266,2111.63,-
FUTCOM,15 Nov 2023,635129,2351470.07,-
OPTFUT,15 Nov 2023,1720173,10769790.48,-
OPTFUT,16 Nov 2023,1283177,7749240.5,-
FUTIDX,16 Nov 2023,264,2108.37,-
FUTCOM,16 Nov 2023,777920,2980572.84,-
FUTIDX,17 Nov 2023,485,3897.43,-
FUTCOM,17 Nov 2023,589222,2159859.24,-
OPTFUT,17 Nov 2023,1223294,6973653.89,-
FUTCOM,20 Nov 2023,520254,1976544.9,-
OPTFUT,20 Nov 2023,1226604,6952301.75,-
FUTIDX,20 Nov 2023,260,2076.47,-
FUTIDX,21 Nov 2023,378,3043.78,-
FUTCOM,21 Nov 2023,574571,2272045.7,-
OPTFUT,21 Nov 2023,1228721,7644637.24,-
FUTCOM,22 Nov 2023,563161,2107268.95,-
FUTIDX,22 Nov 2023,230,1854.31,-
OPTFUT,22 Nov 2023,1638758,9917413.37,-
FUTIDX,23 Nov 2023,191,1536.94,-
OPTFUT,23 Nov 2023,906689,6119863.61,-
FUTCOM,23 Nov 2023,382101,1365822.74,-
OPTFUT,24 Nov 2023,727158,5025740.58,-
FUTIDX,24 Nov 2023,261,2104.7,-
FUTCOM,24 Nov 2023,540510,2049275.75,-
FUTCOM,27 Nov 2023,337097,1373563.15,-
OPTFUT,27 Nov 2023,636391,3838609.27,-
FUTIDX,27 Nov 2023,154,1256.19,-
FUTCOM,28 Nov 2023,469226,2344482.1,-
FUTIDX,28 Nov 2023,272,2226.61,-
OPTFUT,28 Nov 2023,906311,5543362.06,-
FUTIDX,29 Nov 2023,184,1516.22,-
OPTFUT,29 Nov 2023,1114873,6710479.94,-
FUTCOM,29 Nov 2023,479668,1931615.27,-
FUTCOM,30 Nov 2023,463123,1707797.76,-
FUTIDX,30 Nov 2023,124,1020.76,-
OPTFUT,30 Nov 2023,1958055,12456493.12,-
FUTIDX,01 Dec 2023,272,2249.72,-
FUTCOM,01 Dec 2023,458536,1807116.91,-
OPTFUT,01 Dec 2023,1382527,8547534.88,-
FUTCOM,04 Dec 2023,664565,2690214.0,-
FUTIDX,04 Dec 2023,497,4109.08,-
OPTFUT,04 Dec 2023,1846133,11399951.83,-
OPTFUT,05 Dec 2023,1912915,11506339.33,-
FUTIDX,05 Dec 2023,248,2023.26,-
FUTCOM,05 Dec 2023,600968,2154783.79,-
OPTFUT,06 Dec 2023,2050302,11683395.15,-
FUTCOM,06 Dec 2023,527398,1811750.72,-
FUTIDX,06 Dec 2023,223,1817.73,-
FUTIDX,07 Dec 2023,256,2084.68,-
FUTCOM,07 Dec 2023,522938,1742687.65,-
OPTFUT,07 Dec 2023,1922753,10212883.45,-
FUTIDX,08 Dec 2023,235,1896.75,-
OPTFUT,08 Dec 2023,1955005,11290036.81,-
FUTCOM,08 Dec 2023,667340,2473885.25,-
OPTFUT,11 Dec 2023,2628319,14240837.86,-
FUTCOM,11 Dec 2023,526955,1710138.82,-
FUTIDX,11 Dec 2023,214,1708.21,-
FUTIDX,12 Dec 2023,162,1290.3,-
OPTFUT,12 Dec 2023,3130517,17188894.35,-
FUTCOM,12 Dec 2023,556336,1861723.9,-
FUTIDX,13 Dec 2023,135,1072.3,-
FUTCOM,13 Dec 2023,534175,1653516.3,-
OPTFUT,13 Dec 2023,3545205,18832351.9,-
OPTFUT,14 Dec 2023,2041430,11063237.43,-
FUTCOM,14 Dec 2023,804473,3041854.11,-
FUTIDX,14 Dec 2023,439,3577.52,-
FUTIDX,15 Dec 2023,201,1635.74,-
FUTCOM,15 Dec 2023,555839,1860486.52,-
OPTFUT,15 Dec 2023,1492812,6518220.35,-
OPTFUT,18 Dec 2023,1832390,8598166.35,-
FUTIDX,18 Dec 2023,162,1312.32,-
FUTCOM,18 Dec 2023,483168,1646738.14,-
FUTCOM,19 Dec 2023,472161,1597998.64,-
FUTIDX,19 Dec 2023,157,1276.56,-
OPTFUT,19 Dec 2023,1853687,7927738.35,-
FUTCOM,20 Dec 2023,525288,1740655.17,-
OPTFUT,20 Dec 2023,2134398,8492130.02,-
FUTIDX,20 Dec 2023,244,1990.11,-
FUTIDX,21 Dec 2023,226,1845.46,-
FUTCOM,21 Dec 2023,545492,1749162.66,-
OPTFUT,21 Dec 2023,1742333,8453163.98,-
FUTCOM,22 Dec 2023,481653,1882414.19,-
FUTIDX,22 Dec 2023,479,3933.06,-
OPTFUT,22 Dec 2023,1048470,6484892.98,-
FUTCOM,26 Dec 2023,394494,1204114.96,-
FUTIDX,26 Dec 2023,140,1149.57,-
OPTFUT,26 Dec 2023,1171593,6905405.92,-
FUTCOM,27 Dec 2023,499136,1719144.48,-
OPTFUT,27 Dec 2023,1316802,7876070.05,-
FUTIDX,27 Dec 2023,219,1805.52,-
FUTCOM,28 Dec 2023,468426,1554642.54,-
OPTFUT,28 Dec 2023,1371583,8124758.7,-
FUTIDX,28 Dec 2023,157,1296.71,-
FUTCOM,29 Dec 2023,557713,1892076.48,-
FUTIDX,29 Dec 2023,258,2114.74,-
OPTFUT,29 Dec 2023,1243012,7478073.98,-
OPTFUT,01 Jan 2025,329799,1886393.95,36352.13
FUTCOM,01 Jan 2025,76941,290703.44,-
FUTIDX,01 Jan 2025,9,83.64,-
FUTIDX,02 Jan 2025,47,440.82,-
OPTFUT,02 Jan 2025,2724381,16343576.31,349476.80
FUTCOM,02 Jan 2025,719151,2820451.48,-
FUTIDX,03 Jan 2025,16,150.61,-
FUTCOM,03 Jan 2025,529078,2032919.18,-
